Language_ID,Language_name,Parameter,Value,Description
hin,Hindi,Sex-based and Non-sex-based Gender Systems,Sex-based,Sex-based gender system
hin,Hindi,Number of Genders,Two,Two
hin,Hindi,Number of Genders,Two,Two
hin,Hindi,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
hin,Hindi,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
hin,Hindi,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
hin,Hindi,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
hin,Hindi,Productivity of the Antipassive Construction,no antipassive,no antipassive
hin,Hindi,Productivity of the Antipassive Construction,no antipassive,no antipassive
hin,Hindi,Gender Distinctions in Independent Personal Pronouns,No gender distinctions,No gender distinctions
hin,Hindi,Coding of Evidentiality,No grammatical evidentials,No grammatical evidentials
hin,Hindi,Sex-based and Non-sex-based Gender Systems,Sex-based,Sex-based gender system
hin,Hindi,Plurality in Independent Personal Pronouns,Person-number stem,Person-number stem
hin,Hindi,Politeness Distinctions in Pronouns,Multiple politeness distinctions,Second person pronouns encode multiple politeness distinctions
hin,Hindi,Reciprocal Constructions,Distinct from reflexive,All reciprocal constructions are formally distinct from reflexive constructions.
hin,Hindi,Reciprocal Constructions,Distinct from reflexive,All reciprocal constructions are formally distinct from reflexive constructions.
hin,Hindi,The Velar Nasal,No velar nasal,No velar nasal
hin,Hindi,Politeness Distinctions in Pronouns,Multiple politeness distinctions,Second person pronouns encode multiple politeness distinctions
hin,Hindi,Coding of Nominal Plurality,Plural suffix,Plural suffix
hin,Hindi,Coding of Nominal Plurality,Plural suffix,Plural suffix
hin,Hindi,Plurality in Independent Personal Pronouns,Person-number stem,Person-number stem
hin,Hindi,The Velar Nasal,No velar nasal,No velar nasal
hin,Hindi,Occurrence of Nominal Plurality,"All nouns, always obligatory","Plural in all nouns, always obligatory"
hin,Hindi,Gender Distinctions in Independent Personal Pronouns,No gender distinctions,No gender distinctions
hin,Hindi,Passive Constructions,Present,There is a passive construction
hin,Hindi,Systems of Gender Assignment,Semantic and formal,Semantic and formal assignment
hin,Hindi,Systems of Gender Assignment,Semantic and formal,Semantic and formal assignment
hin,Hindi,Passive Constructions,Present,There is a passive construction
hin,Hindi,"Order of Subject, Object and Verb",SOV,Subject-object-verb (SOV)
hin,Hindi,Occurrence of Nominal Plurality,"All nouns, always obligatory","Plural in all nouns, always obligatory"
hin,Hindi,Nonperiphrastic Causative Constructions,Morphological but no compound,Morphological type but no compound type
hin,Hindi,Alignment of Case Marking of Pronouns,Tripartite,Tripartite
hin,Hindi,Vowel Quality Inventories,Average (5-6),Average vowel inventory (5-6)
hin,Hindi,Overlap between Situational and Epistemic Modal Marking,Overlap for either possibility or necessity,"The language has markers that can code both situational and epistemic modality, but only for possibility or for necessity"
hin,Hindi,Vowel Nasalization,Contrast present,Contrastive nasal vowels present
hin,Hindi,Vowel Nasalization,Contrast present,Contrastive nasal vowels present
hin,Hindi,Overlap between Situational and Epistemic Modal Marking,Overlap for either possibility or necessity,"The language has markers that can code both situational and epistemic modality, but only for possibility or for necessity"
hin,Hindi,Third Person Pronouns and Demonstratives,Related for all demonstratives,Third person pronouns and demonstratives are related to all demonstratives
hin,Hindi,Definite Articles,No definite or indefinite article,Neither definite nor indefinite article
hin,Hindi,Suppletion According to Tense and Aspect,Tense and aspect,Suppletion in both tense and aspect
hin,Hindi,Intensifiers and Reflexive Pronouns,Identical,Intensifiers and reflexive pronouns are formally identical
hin,Hindi,Reduplication,Productive full and partial reduplication,Productive full and partial reduplication
hin,Hindi,Periphrastic Causative Constructions,Purposive but no sequential,Purposive type but no sequential type
hin,Hindi,Person Marking on Adpositions,No person marking,Adpositions without person marking
hin,Hindi,Person Marking on Adpositions,No person marking,Adpositions without person marking
hin,Hindi,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
hin,Hindi,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
hin,Hindi,Definite Articles,No definite or indefinite article,Neither definite nor indefinite article
hin,Hindi,Order of Numeral and Noun,Numeral-Noun,Numeral precedes noun (NumN)
hin,Hindi,Periphrastic Causative Constructions,Purposive but no sequential,Purposive type but no sequential type
hin,Hindi,Alignment of Case Marking of Pronouns,Tripartite,Tripartite
hin,Hindi,Intensifiers and Reflexive Pronouns,Identical,Intensifiers and reflexive pronouns are formally identical
hin,Hindi,Third Person Zero of Verbal Person Marking,No zero realization,No zero realization of third person S forms
hin,Hindi,Vowel Quality Inventories,Average (5-6),Average vowel inventory (5-6)
hin,Hindi,The Associative Plural,No associative plural,Associative plural absent
hin,Hindi,Applicative Constructions,No applicative construction,No applicative construction
hin,Hindi,Syncretism in Verbal Person/Number Marking,Syncretic,Subject person/number marking is syncretic
hin,Hindi,Syncretism in Verbal Person/Number Marking,Syncretic,Subject person/number marking is syncretic
hin,Hindi,Applicative Constructions,No applicative construction,No applicative construction
hin,Hindi,The Associative Plural,No associative plural,Associative plural absent
hin,Hindi,Semantic Distinctions of Evidentiality,No grammatical evidentials,No grammatical evidentials
hin,Hindi,Indefinite Pronouns,Special,Special indefinites
hin,Hindi,Semantic Distinctions of Evidentiality,No grammatical evidentials,No grammatical evidentials
hin,Hindi,Third Person Pronouns and Demonstratives,Related for all demonstratives,Third person pronouns and demonstratives are related to all demonstratives
hin,Hindi,Third Person Zero of Verbal Person Marking,No zero realization,No zero realization of third person S forms
hin,Hindi,Case Syncretism,Core and non-core,Inflectional case marking is syncretic for core and non-core cases
hin,Hindi,Case Syncretism,Core and non-core,Inflectional case marking is syncretic for core and non-core cases
hin,Hindi,Other Roles of Applied Objects,No applicative construction,No applicative construction
hin,Hindi,Other Roles of Applied Objects,No applicative construction,No applicative construction
hin,Hindi,Indefinite Pronouns,Special,Special indefinites
hin,Hindi,Polar Questions,Question particle,Question particle
hin,Hindi,Adjectives without Nouns,Marked by following word,"Adjective may occur without noun, obligatorily marked by following word"
hin,Hindi,Order of Subject and Verb,SV,Subject precedes verb (SV)
hin,Hindi,Order of Genitive and Noun,Genitive-Noun,Genitive-noun (GenN)
hin,Hindi,Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,Immed preverbal,Immediately preverbal
hin,Hindi,Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,Immed preverbal,Immediately preverbal
hin,Hindi,Reason Clauses,Balanced/deranked,Balanced/deranked
hin,Hindi,Reason Clauses,Balanced/deranked,Balanced/deranked
hin,Hindi,The Future Tense,Inflectional future exists,Inflectional marking of future/non-future distinction
hin,Hindi,Utterance Complement Clauses,Balanced,Balanced
hin,Hindi,"Position of Negative Word With Respect to Subject, Object, and Verb",SONegV,SONegV
hin,Hindi,"Position of Negative Word With Respect to Subject, Object, and Verb",SONegV,SONegV
hin,Hindi,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
hin,Hindi,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
hin,Hindi,Utterance Complement Clauses,Balanced,Balanced
hin,Hindi,The Future Tense,Inflectional future exists,Inflectional marking of future/non-future distinction
hin,Hindi,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
hin,Hindi,Minor morphological means of signaling negation,,"No negative tone, infix or stem change"
hin,Hindi,Minor morphological means of signaling negation,,"No negative tone, infix or stem change"
hin,Hindi,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
hin,Hindi,Number of Possessive Nouns,None reported,None reported
hin,Hindi,Number of Possessive Nouns,None reported,None reported
hin,Hindi,Order of Genitive and Noun,Genitive-Noun,Genitive-noun (GenN)
hin,Hindi,Postverbal Negative Morphemes,,No postverbal negative morpheme
hin,Hindi,'When' Clauses,Balanced/deranked,Balanced/deranked
hin,Hindi,Position of Polar Question Particles,Initial,Question particle at beginning of sentence
hin,Hindi,SNegOV Order,No SNegOV,SOV but SNegOV does not occur
hin,Hindi,SNegOV Order,No SNegOV,SOV but SNegOV does not occur
hin,Hindi,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,Other,Languages not falling into one of the preceding four types
hin,Hindi,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,Other,Languages not falling into one of the preceding four types
hin,Hindi,NegSOV Order,No NegSOV,SOV but NegSOV does not occur
hin,Hindi,NegSOV Order,No NegSOV,SOV but NegSOV does not occur
hin,Hindi,Conjunctions and Universal Quantifiers,"Formally similar, with interrogative","Formally similar, involving interrogative expression"
hin,Hindi,Conjunctions and Universal Quantifiers,"Formally similar, with interrogative","Formally similar, involving interrogative expression"
hin,Hindi,The Position of Negative Morphemes in SOV Languages,SONegV,SONegV
hin,Hindi,The Position of Negative Morphemes in SOV Languages,SONegV,SONegV
hin,Hindi,Relativization on Obliques,Non-reduction,Non-Reduction Strategy
hin,Hindi,Relativization on Obliques,Non-reduction,Non-Reduction Strategy
hin,Hindi,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
hin,Hindi,'Want' Complement Subjects,Subject is left implicit,The complement subject is left implicit
hin,Hindi,'Want' Complement Subjects,Subject is left implicit,The complement subject is left implicit
hin,Hindi,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
hin,Hindi,The Perfect,Other perfect,Other perfect
hin,Hindi,Polar Questions,Question particle,Question particle
hin,Hindi,Position of Polar Question Particles,Initial,Question particle at beginning of sentence
hin,Hindi,'When' Clauses,Balanced/deranked,Balanced/deranked
hin,Hindi,Postverbal Negative Morphemes,,No postverbal negative morpheme
hin,Hindi,Syllable Structure,Complex,Complex syllable structure
hin,Hindi,Syllable Structure,Complex,Complex syllable structure
hin,Hindi,Tea,Words derived from Sinitic cha,Words derived from Sinitic cha
hin,Hindi,Tea,Words derived from Sinitic cha,Words derived from Sinitic cha
hin,Hindi,"Genitives, Adjectives and Relative Clauses",Highly differentiated,Highly differentiated
hin,Hindi,"Genitives, Adjectives and Relative Clauses",Highly differentiated,Highly differentiated
hin,Hindi,M in Second Person Singular,No m in second person singular,No m in second person singular
hin,Hindi,M in Second Person Singular,No m in second person singular,No m in second person singular
hin,Hindi,Action Nominal Constructions,Possessive-Accusative,"Possessive-Accusative: S/A treated as possessors, P retains sentential marking"
hin,Hindi,Action Nominal Constructions,Possessive-Accusative,"Possessive-Accusative: S/A treated as possessors, P retains sentential marking"
hin,Hindi,Order of Adposition and Noun Phrase,Postpositions,Postpositions
hin,Hindi,Order of Adposition and Noun Phrase,Postpositions,Postpositions
hin,Hindi,N-M Pronouns,No N-M pronouns,No N-M pronouns
hin,Hindi,N-M Pronouns,No N-M pronouns,No N-M pronouns
hin,Hindi,M-T Pronouns,"M-T pronouns, paradigmatic","M-T pronouns, paradigmatic"
hin,Hindi,M-T Pronouns,"M-T pronouns, paradigmatic","M-T pronouns, paradigmatic"
hin,Hindi,Adjectives without Nouns,Marked by following word,"Adjective may occur without noun, obligatorily marked by following word"
hin,Hindi,Order of Adverbial Subordinator and Clause,Initial subordinator word,Adverbial subordinators which are separate words and which appear at the beginning of the subordinate clause
hin,Hindi,Order of Adverbial Subordinator and Clause,Initial subordinator word,Adverbial subordinators which are separate words and which appear at the beginning of the subordinate clause
hin,Hindi,M in First Person Singular,m in first person singular,m in first person singular
hin,Hindi,M in First Person Singular,m in first person singular,m in first person singular
hin,Hindi,Noun Phrase Conjunction,'And' different from 'with',AND-languages: 'and' and 'with' are not identical
hin,Hindi,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,Object-verb and postpositional (OV&Postp)
hin,Hindi,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,Object-verb and postpositional (OV&Postp)
hin,Hindi,Noun Phrase Conjunction,'And' different from 'with',AND-languages: 'and' and 'with' are not identical
hin,Hindi,Preverbal Negative Morphemes,NegV,Preverbal negative word
hin,Hindi,Preverbal Negative Morphemes,NegV,Preverbal negative word
hin,Hindi,Perfective/Imperfective Aspect,Grammatical marking,Grammatical marking of perfective/imperfective distinction
hin,Hindi,Perfective/Imperfective Aspect,Grammatical marking,Grammatical marking of perfective/imperfective distinction
hin,Hindi,Numeral Bases,Decimal,Decimal
hin,Hindi,Numeral Bases,Decimal,Decimal
hin,Hindi,Possessive Classification,No possessive classification,No possessive classification
hin,Hindi,Possessive Classification,No possessive classification,No possessive classification
hin,Hindi,Order of Negative Morpheme and Verb,NegV,NegV
hin,Hindi,SONegV Order,Word&NoDoubleNeg,"Separate word, no double negation"
hin,Hindi,Order of Negative Morpheme and Verb,NegV,NegV
hin,Hindi,Position of Interrogative Phrases in Content Questions,Not initial interrogative phrase,Interrogative phrases not obligatorily initial
hin,Hindi,Position of Interrogative Phrases in Content Questions,Not initial interrogative phrase,Interrogative phrases not obligatorily initial
hin,Hindi,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
hin,Hindi,Para-Linguistic Usages of Clicks,Logical meanings,Clicks may express logical meanings ('yes' and/or 'no')
hin,Hindi,Para-Linguistic Usages of Clicks,Logical meanings,Clicks may express logical meanings ('yes' and/or 'no')
hin,Hindi,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
hin,Hindi,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
hin,Hindi,Tone,No tones,No tones
hin,Hindi,Tone,No tones,No tones
hin,Hindi,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
hin,Hindi,SONegV Order,Word&NoDoubleNeg,"Separate word, no double negation"
hin,Hindi,The Perfect,Other perfect,Other perfect
hin,Hindi,Correlative relative clauses,Correlative relative clause dominant,Correlative relative clause dominant
hin,Hindi,Correlative relative clauses,Correlative relative clause dominant,Correlative relative clause dominant
hin,Hindi,Numeral Classifiers,Absent,Numeral classifiers are absent
hin,Hindi,Front Rounded Vowels,,
hin,Hindi,Front Rounded Vowels,,
hin,Hindi,Absence of Common Consonants,All present,All present
hin,Hindi,Absence of Common Consonants,All present,All present
hin,Hindi,Zero Copula for Predicate Nominals,Impossible,Zero copula is impossible
hin,Hindi,Zero Copula for Predicate Nominals,Impossible,Zero copula is impossible
hin,Hindi,The Morphological Imperative,Second singular and second plural,The language has morphologically dedicated second singular as well as second plural imperatives
hin,Hindi,The Morphological Imperative,Second singular and second plural,The language has morphologically dedicated second singular as well as second plural imperatives
hin,Hindi,Comparative Constructions,Locational,Locational Comparative
hin,Hindi,Comparative Constructions,Locational,Locational Comparative
hin,Hindi,Weight Factors in Weight-Sensitive Stress Systems,Long vowel or coda consonant,Long vowel + Coda: long vowels or closed syllables
hin,Hindi,Weight Factors in Weight-Sensitive Stress Systems,Long vowel or coda consonant,Long vowel + Coda: long vowels or closed syllables
hin,Hindi,Order of Degree Word and Adjective,Degree word-Adjective,Degree word precedes adjective (DegAdj)
hin,Hindi,Order of Degree Word and Adjective,Degree word-Adjective,Degree word precedes adjective (DegAdj)
hin,Hindi,Weight-Sensitive Stress,Right-oriented: One of the last three,Right-oriented: The antepenultimate is involved
hin,Hindi,Presence of Uncommon Consonants,,
hin,Hindi,Weight-Sensitive Stress,Right-oriented: One of the last three,Right-oriented: The antepenultimate is involved
hin,Hindi,Presence of Uncommon Consonants,,
hin,Hindi,Nominal and Locational Predication,Identical,Shared (i.e. identical) encoding of nominal and locational predication
hin,Hindi,Predicative Possession,Locational,Locational Possessive
hin,Hindi,Predicative Possession,Locational,Locational Possessive
hin,Hindi,Exponence of Selected Inflectional Formatives,Monoexponential case,Monoexponential case
hin,Hindi,Exponence of Selected Inflectional Formatives,Monoexponential case,Monoexponential case
hin,Hindi,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
hin,Hindi,Comitatives and Instrumentals,Differentiation,Differentiation
hin,Hindi,Comitatives and Instrumentals,Differentiation,Differentiation
hin,Hindi,Fusion of Selected Inflectional Formatives,Exclusively concatenative,Exclusively concatenative
hin,Hindi,Fusion of Selected Inflectional Formatives,Exclusively concatenative,Exclusively concatenative
hin,Hindi,Predicative Adjectives,Nonverbal encoding,Predicative adjectives have nonverbal encoding
hin,Hindi,Predicative Adjectives,Nonverbal encoding,Predicative adjectives have nonverbal encoding
hin,Hindi,Consonant Inventories,Large,Large
hin,Hindi,Consonant Inventories,Large,Large
hin,Hindi,Ordinal Numerals,"First, two-th, three-th","Two-th: Two-th: Ordinal numerals from 'two' upwards are derived from cardinal numerals, 'first' is suppletive"
hin,Hindi,Ordinal Numerals,"First, two-th, three-th","Two-th: Two-th: Ordinal numerals from 'two' upwards are derived from cardinal numerals, 'first' is suppletive"
hin,Hindi,The Prohibitive,Normal imperative + special negative,The prohbitive uses the verbal construction of the second singular imperative and a sentential negative strategy not found in (indicative) declaratives
hin,Hindi,The Prohibitive,Normal imperative + special negative,The prohbitive uses the verbal construction of the second singular imperative and a sentential negative strategy not found in (indicative) declaratives
hin,Hindi,Nominal and Locational Predication,Identical,Shared (i.e. identical) encoding of nominal and locational predication
hin,Hindi,Order of Object and Verb,OV,Object precedes verb (OV)
hin,Hindi,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
hin,Hindi,Order of Object and Verb,OV,Object precedes verb (OV)
hin,Hindi,SOVNeg Order,NoSOVNeg,"SOV, but SOVNeg does not occur"
hin,Hindi,Relativization on Subjects,Non-reduction,Non-reduction
hin,Hindi,Numeral Classifiers,Absent,Numeral classifiers are absent
hin,Hindi,SOVNeg Order,NoSOVNeg,"SOV, but SOVNeg does not occur"
hin,Hindi,Distributive Numerals,Marked by reduplication,Marked by reduplication
hin,Hindi,Distributive Numerals,Marked by reduplication,Marked by reduplication
hin,Hindi,Fixed Stress Locations,No fixed stress,No fixed stress (mostly weight-sensitive stress)
hin,Hindi,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,Object-verb and adjective-noun (OV&AdjN)
hin,Hindi,Uvular Consonants,,No uvulars
hin,Hindi,Relativization on Subjects,Non-reduction,Non-reduction
hin,Hindi,Uvular Consonants,,No uvulars
hin,Hindi,Fixed Stress Locations,No fixed stress,No fixed stress (mostly weight-sensitive stress)
hin,Hindi,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,Object-verb and adjective-noun (OV&AdjN)
ifi itb itg itn itu,Italian,,,
ifi ita,Italian,,,
ifi ita itb itg itn itu,Italian,,,
jpn,Japanese,The Optative,Inflectional optative absent,Inflectional optative absent
jpn,Japanese,Pronominal and Adnominal Demonstratives,Different inflection,Different inflectional features
jpn,Japanese,Action Nominal Constructions,Double-Possessive,Double-Possessive: All major arguments treated as possessors
jpn,Japanese,Order of Adposition and Noun Phrase,Postpositions,Postpositions
jpn,Japanese,"Genitives, Adjectives and Relative Clauses",Genitives and adjectives collapsed,"Moderately differentiated, with genitives and adjectives collapsed"
jpn,Japanese,Position of Pronominal Possessive Affixes,No possessive affixes,No possessive affixes
jpn,Japanese,Third Person Pronouns and Demonstratives,Unrelated,Third person pronouns and demonstratives are unrelated to demonstratives
jpn,Japanese,Action Nominal Constructions,Double-Possessive,Double-Possessive: All major arguments treated as possessors
jpn,Japanese,Comitatives and Instrumentals,Differentiation,Differentiation
jpn,Japanese,Third Person Pronouns and Demonstratives,Unrelated,Third person pronouns and demonstratives are unrelated to demonstratives
jpn,Japanese,Comitatives and Instrumentals,Differentiation,Differentiation
jpn,Japanese,Asymmetrical Case-Marking,Symmetrical,Symmetrical case-marking
jpn,Japanese,Situational Possibility,Affixes on verbs,The language can express situational possibility with affixes on verbs
jpn,Japanese,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
jpn,Japanese,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
jpn,Japanese,Situational Possibility,Affixes on verbs,The language can express situational possibility with affixes on verbs
jpn,Japanese,Asymmetrical Case-Marking,Symmetrical,Symmetrical case-marking
jpn,Japanese,Noun Phrase Conjunction,'And' identical to 'with',WITH-languages: 'and' and 'with' are identical
jpn,Japanese,Ordinal Numerals,"One-th, two-th, three-th",One-th: One-th: Ordinal numerals are derived from cardinal numerals
jpn,Japanese,Pronominal and Adnominal Demonstratives,Different inflection,Different inflectional features
jpn,Japanese,"Genitives, Adjectives and Relative Clauses",Genitives and adjectives collapsed,"Moderately differentiated, with genitives and adjectives collapsed"
jpn,Japanese,Overlap between Situational and Epistemic Modal Marking,Overlap for either possibility or necessity,"The language has markers that can code both situational and epistemic modality, but only for possibility or for necessity"
jpn,Japanese,Glottalized Consonants,No glottalized consonants,No glottalized consonants
jpn,Japanese,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
jpn,Japanese,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
jpn,Japanese,Order of Subject and Verb,SV,Subject precedes verb (SV)
jpn,Japanese,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
jpn,Japanese,Position of Case Affixes,Postpositional clitics,Postpositional clitics
jpn,Japanese,Position of Case Affixes,Postpositional clitics,Postpositional clitics
jpn,Japanese,Order of Genitive and Noun,Genitive-Noun,Genitive-noun (GenN)
jpn,Japanese,Adjectives without Nouns,Marked by mixed or other strategies,"Adjective may occur without noun, obligatorily marked by mixed or other strategies"
jpn,Japanese,Order of Demonstrative and Noun,Demonstrative-Noun,Demonstrative word precedes noun (DemN)
jpn,Japanese,Order of Genitive and Noun,Genitive-Noun,Genitive-noun (GenN)
jpn,Japanese,Numeral Classifiers,Obligatory,Numeral classifiers are obligatory
jpn,Japanese,Glottalized Consonants,No glottalized consonants,No glottalized consonants
jpn,Japanese,Order of Demonstrative and Noun,Demonstrative-Noun,Demonstrative word precedes noun (DemN)
jpn,Japanese,Distance Contrasts in Demonstratives,Three-way contrast,Three-way contrast
jpn,Japanese,Intensifiers and Reflexive Pronouns,Identical,Intensifiers and reflexive pronouns are formally identical
jpn,Japanese,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
jpn,Japanese,Numeral Classifiers,Obligatory,Numeral classifiers are obligatory
jpn,Japanese,"Order of Object, Oblique, and Verb",XOV,Oblique-object-verb (XOV)
jpn,Japanese,Adjectives without Nouns,Marked by mixed or other strategies,"Adjective may occur without noun, obligatorily marked by mixed or other strategies"
jpn,Japanese,The Optative,Inflectional optative absent,Inflectional optative absent
jpn,Japanese,"Order of Object, Oblique, and Verb",XOV,Oblique-object-verb (XOV)
jpn,Japanese,Overlap between Situational and Epistemic Modal Marking,Overlap for either possibility or necessity,"The language has markers that can code both situational and epistemic modality, but only for possibility or for necessity"
jpn,Japanese,Ordinal Numerals,"One-th, two-th, three-th",One-th: One-th: Ordinal numerals are derived from cardinal numerals
jpn,Japanese,Order of Adposition and Noun Phrase,Postpositions,Postpositions
jpn,Japanese,Distance Contrasts in Demonstratives,Three-way contrast,Three-way contrast
jpn,Japanese,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
jpn,Japanese,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
jpn,Japanese,The Prohibitive,Normal imperative + special negative,The prohbitive uses the verbal construction of the second singular imperative and a sentential negative strategy not found in (indicative) declaratives
jpn,Japanese,Politeness Distinctions in Pronouns,Pronouns avoided for politeness,Second person pronouns are dominantly avoided for politeness reasons
jpn,Japanese,The Morphological Imperative,Second person number-neutral,The language has morphologically dedicated second person imperatives that do not distinguish between singular and plural
jpn,Japanese,The Morphological Imperative,Second person number-neutral,The language has morphologically dedicated second person imperatives that do not distinguish between singular and plural
jpn,Japanese,Order of Object and Verb,OV,Object precedes verb (OV)
jpn,Japanese,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
jpn,Japanese,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
jpn,Japanese,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
jpn,Japanese,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
jpn,Japanese,Number of Cases,8-9 cases,8-9 case categories
jpn,Japanese,Number of Cases,8-9 cases,8-9 case categories
jpn,Japanese,Order of Adjective and Noun,Adjective-Noun,Modifying adjective precedes noun (AdjN)
jpn,Japanese,The Perfect,No perfect,No perfect
jpn,Japanese,The Perfect,No perfect,No perfect
jpn,Japanese,Indefinite Pronouns,Interrogative-based,Interrogative-based indefinites
jpn,Japanese,Uvular Consonants,Uvular continuants only,Uvular continuants only
jpn,Japanese,Uvular Consonants,Uvular continuants only,Uvular continuants only
jpn,Japanese,Semantic Distinctions of Evidentiality,Indirect only,Only indirect evidentials
jpn,Japanese,Person Marking on Adpositions,No person marking,Adpositions without person marking
jpn,Japanese,Indefinite Pronouns,Interrogative-based,Interrogative-based indefinites
jpn,Japanese,Order of Adjective and Noun,Adjective-Noun,Modifying adjective precedes noun (AdjN)
jpn,Japanese,Coding of Evidentiality,Verbal affix or clitic,Verbal affix or clitic
jpn,Japanese,The Future Tense,No inflectional future,No inflectional marking of future/non-future distinction
jpn,Japanese,The Future Tense,No inflectional future,No inflectional marking of future/non-future distinction
jpn,Japanese,Coding of Evidentiality,Verbal affix or clitic,Verbal affix or clitic
jpn,Japanese,Politeness Distinctions in Pronouns,Pronouns avoided for politeness,Second person pronouns are dominantly avoided for politeness reasons
jpn,Japanese,Perfective/Imperfective Aspect,No grammatical marking,No grammatical marking of perfective/imperfective distinction
jpn,Japanese,Epistemic Possibility,Other,"The language cannot express epistemic possibility with verbal constructions or with affixes on verbs, but with other kinds of markers"
jpn,Japanese,"Order of Subject, Object and Verb",SOV,Subject-object-verb (SOV)
jpn,Japanese,Suppletion According to Tense and Aspect,,No suppletion in tense or aspect
jpn,Japanese,Position of Pronominal Possessive Affixes,No possessive affixes,No possessive affixes
jpn,Japanese,Epistemic Possibility,Other,"The language cannot express epistemic possibility with verbal constructions or with affixes on verbs, but with other kinds of markers"
jpn,Japanese,The Prohibitive,Normal imperative + special negative,The prohbitive uses the verbal construction of the second singular imperative and a sentential negative strategy not found in (indicative) declaratives
jpn,Japanese,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
jpn,Japanese,Gender Distinctions in Independent Personal Pronouns,"3rd person only, but also non-singular","Gender distinctions in 3rd person only, but in both singular and non-singular"
jpn,Japanese,Gender Distinctions in Independent Personal Pronouns,"3rd person only, but also non-singular","Gender distinctions in 3rd person only, but in both singular and non-singular"
jpn,Japanese,Conjunctions and Universal Quantifiers,"Formally similar, with interrogative","Formally similar, involving interrogative expression"
jpn,Japanese,Possessive Classification,No possessive classification,No possessive classification
jpn,Japanese,Possessive Classification,No possessive classification,No possessive classification
jpn,Japanese,Conjunctions and Universal Quantifiers,"Formally similar, with interrogative","Formally similar, involving interrogative expression"
jpn,Japanese,Order of Subject and Verb,SV,Subject precedes verb (SV)
jpn,Japanese,Nominal and Verbal Conjunction,Differentiation,Nominal and verbal conjunction are different
jpn,Japanese,Noun Phrase Conjunction,'And' identical to 'with',WITH-languages: 'and' and 'with' are identical
jpn,Japanese,Nominal and Verbal Conjunction,Differentiation,Nominal and verbal conjunction are different
jpn,Japanese,Distributive Numerals,Marked by suffix,Marked by suffix
jpn,Japanese,Person Marking on Adpositions,No person marking,Adpositions without person marking
jpn,Japanese,Semantic Distinctions of Evidentiality,Indirect only,Only indirect evidentials
jpn,Japanese,"Order of Subject, Object and Verb",SOV,Subject-object-verb (SOV)
jpn,Japanese,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
